"Name","Province","Climate ID","Station ID","WMO ID","TC ID","Latitude (Decimal Degrees)","Longitude (Decimal Degrees)","Latitude","Longitude","Elevation (m)","First Year","Last Year","HLY First Year","HLY Last Year","DLY First Year","DLY Last Year","MLY First Year","MLY Last Year"
"TORONTO CURRAN HALL","ONTARIO","6158415","5064","","","43.75","-79.2","434500000","-791200000","143.3","1960","1965","","","1960","1965","1960","1965"
"TORONTO DEER PARK","ONTARIO","6158417","5065","","","43.68","-79.38","434100000","-792300000","143.6","1890","1933","","","1890","1933","1890","1933"
"TORONTO DISCO","ONTARIO","6158418","5066","","","43.7","-79.62","434200000","-793700000","160","1976","1977","","","1976","1977","1976","1977"
"TORONTO DON MILLS","ONTARIO","6158420","5067","","","43.78","-79.33","434700000","-792000000","","1963","1966","","","1963","1966","1963","1966"
"TORONTO DORSET PARK","ONTARIO","6158422","5068","","","43.75","-79.28","434500000","-791700000","167.6","1957","1965","","","1957","1965","1959","1965"
"TORONTO 407 AND YONGE","ONTARIO","6158440","27448","","WHD","43.83","-79.43","435000000","-792600000","195","1998","1999","1998","1999","","","",""
"TORONTO 407 AND MAVIS","ONTARIO","6158442","27447","","WTR","43.65","-79.73","433900000","-794400000","203.66","1998","1999","1998","1999","","","",""
"TORONTO DOWNSVIEW A","ONTARIO","6158443","5069","","","43.75","-79.48","434500000","-792900000","198.1","1956","1982","1956","1982","1956","1982","1957","1982"
"TORONTO DOWNSVIEW S","ONTARIO","6158474","5070","","","43.72","-79.48","434300000","-792900000","160","1951","1970","","","1951","1970","1951","1970"
"TORONTO DUNN LORING WOOD","ONTARIO","6158480","5071","","","43.8","-79.35","434800000","-792100000","175.3","1965","1975","","","1965","1975","1965","1975"
"TORONTO BROADWAY","ONTARIO","61584J2","5059","","","43.72","-79.35","434300000","-792100000","139","1981","1988","","","1981","1988","",""
"TORONTO EAST YORK","ONTARIO","6158505","5072","","","43.7","-79.33","434200000","-792000000","121.9","1951","1957","","","1951","1957","1951","1957"
"TORONTO ELLESMERE","ONTARIO","6158520","5073","","","43.77","-79.27","434600000","-791600000","164","1959","1994","","","1959","1994","1959","1994"
"TORONTO ETOBICOKE","ONTARIO","6158525","5074","","","43.63","-79.53","433800000","-793200000","118.9","1963","1980","","","1963","1980","1963","1980"
"TORONTO FALLINGBROOK","ONTARIO","6158536","5075","","","43.68","-79.27","434100000","-791600000","129.5","1957","1976","","","1957","1976","1957","1976"
"TORONTO GLENDALE","ONTARIO","6158550","5076","","","43.75","-79.42","434500000","-792500000","137.2","1958","1969","","","1958","1969","1958","1969"
"TORONTO GLENVIEW","ONTARIO","6158567","5077","","","43.7","-79.45","434200000","-792700000","173.7","1953","1966","","","1953","1966","1953","1966"
"TORONTO GREENWOOD","ONTARIO","6158575","5078","","","43.67","-79.32","434000000","-791900000","99.1","1966","1981","","","1966","1981","1966","1981"
"TORONTO HEADLAND (AUT)","ONTARIO","6158578","7940","","","43.62","-79.35","433700000","-792100000","87","1994","1998","1994","1998","1994","1998","",""
"TORONTO HIBISCUS COURT","ONTARIO","6158585","5079","","","43.75","-79.58","434500000","-793500000","198.1","1959","1961","","","1959","1961","1959","1961"
"TORONTO HIGHLAND CREEK","ONTARIO","6158598","5080","","","43.78","-79.17","434700000","-791000000","114.3","1955","1972","","","1955","1972","1955","1972"
"TORONTO HIGH PARK","ONTARIO","6158629","5081","","","43.65","-79.47","433900000","-792800000","106.7","1951","1962","","","1951","1962","1951","1962"
"TORONTO HUMBER BAY","ONTARIO","6158645","5082","","","43.63","-79.5","433800000","-793000000","83.8","1957","1962","","","1957","1962","1957","1962"
"TORONTO HUMBER SUMMIT","ONTARIO","6158647","5083","","","43.75","-79.55","434500000","-793300000","149.4","1969","1972","","","1969","1972","1969","1972"
"TORONTO ISLAND","ONTARIO","6158660","5084","","","43.62","-79.4","433700000","-792400000","78","1905","1959","","","1905","1959","1953","1959"
"TORONTO ISLAND A","ONTARIO","6158665","5085","71265","","43.63","-79.4","433743000","-792342000","76.5","1957","2006","1957","2006","1957","2006","1957","2006"
"TORONTO IS A (AUT)","ONTARIO","6158666","5086","","","43.63","-79.4","433800000","-792400000","76.5","1973","1994","1994","1994","1973","1973","",""
"TORONTO CITY CENTRE","ONTARIO","6158667","30247","71265","YTZ","43.63","-79.4","433743000","-792342000","76.81","2006","2014","2006","2010","2006","2014","2006","2006"
"TORONTO ISLINGTON","ONTARIO","6158691","5087","","","43.65","-79.55","433900000","-793300000","132.6","1951","1975","","","1951","1975","1951","1975"
"TORONTO JANE-WILSON","ONTARIO","6158712","5092","","","43.72","-79.52","434300000","-793100000","129.5","1973","1978","","","1973","1978","1973","1978"
"TORONTO KEELE-FINCH","ONTARIO","6158718","5093","","","43.77","-79.48","434600000","-792900000","199.9","1973","1987","","","1973","1987","1973","1987"
"TORONTO KINGSWAY","ONTARIO","6158722","5094","","","43.65","-79.52","433900000","-793100000","114.3","1951","1961","","","1951","1961","1951","1961"
"TORONTO LEASIDE S","ONTARIO","6158730","5095","","","43.7","-79.37","434200000","-792200000","137.2","1951","1956","","","1951","1956","1951","1956"
"TORONTO INTL A","ONTARIO","6158731","51459","71624","YYZ","43.68","-79.63","434036000","-793750000","173.4","2013","2021","2013","2021","2013","2021","",""
"TORONTO LESLIE EGLINTON","ONTARIO","6158732","5096","","","43.72","-79.35","434300000","-792100000","133.3","1985","1987","","","1985","1987","1985","1987"
"TORONTO LESTER B. PEARSON INT'L A","ONTARIO","6158733","5097","71624","YYZ","43.68","-79.63","434038000","-793750000","173.4","1937","2013","1953","2013","1937","2013","1937","2013"
"TORONTO LLOYDMINSTER","ONTARIO","6158734","5098","","","43.8","-79.4","434800000","-792400000","167.6","1968","1969","","","1968","1969","1968","1969"
"TORONTO MALVERN","ONTARIO","6158738","5099","","","43.8","-79.23","434800000","-791400000","160","1974","1993","","","1974","1993","1974","1993"
"TORONTO MET RES STN","ONTARIO","6158740","5100","","","43.8","-79.55","434800000","-793300000","193.5","1965","1988","","","1965","1988","1965","1988"
"TORONTO METRO ZOO","ONTARIO","6158741","5102","","","43.82","-79.18","434900000","-791100000","143.3","1976","1993","","","1976","1993","1976","1993"
"TORONTO MIMICO","ONTARIO","6158745","5103","","","43.62","-79.48","433700000","-792900000","76.2","1958","1960","","","1958","1960","1958","1960"
"TORONTO NASHDENE","ONTARIO","6158748","5104","","","43.82","-79.25","434900000","-791500000","177.4","1983","1987","","","1983","1987","1983","1987"
"TORONTO NEW INT'L A","ONTARIO","6158749","5105","","","43.95","-79.13","435700000","-790800000","262.7","1973","1976","1973","1976","1973","1976","1973","1976"
"TORONTO EAST YORK DUSTAN","ONTARIO","6158751","45967","","","43.7","-79.34","434148030","-792019014","125","2007","2015","","","2007","2015","",""
"TORONTO NEWTON","ONTARIO","6158752","5106","","","43.8","-79.42","434800000","-792500000","198.1","1971","1975","","","1971","1975","1971","1975"
"TORONTO NEWTONBROOK","ONTARIO","6158753","5107","","","43.78","-79.42","434700000","-792500000","182.9","1953","1955","","","1953","1955","1954","1955"
"TORONTO NORTHCLIFFE","ONTARIO","6158762","5108","","","43.68","-79.45","434100000","-792700000","167.6","1957","1981","","","1957","1981","1957","1981"
"TOR OLD BURNHAMTHORPE","ONTARIO","6158763","5109","","","43.65","-79.58","433900000","-793500000","144.8","1973","1995","","","1973","1995","1973","1995"
"TORONTO OLD WESTON RD","ONTARIO","6158764","5110","","","43.65","-79.47","433900000","-792800000","121.9","1966","1990","","","1966","1990","1966","1990"
"TORONTO PINE RIDGE","ONTARIO","6158765","5111","","","43.72","-79.23","434300000","-791400000","173.7","1958","1965","","","1958","1965","1958","1965"
"TORONTO REXDALE","ONTARIO","6158768","5112","","","43.73","-79.57","434400000","-793400000","152.4","1957","1966","","","1957","1966","1957","1966"
"TORONTO SANCTBURY","ONTARIO","6158771","5113","","","43.67","-79.58","434000000","-793500000","149.4","1970","1979","","","1970","1979","1970","1979"
"TORONTO SCARBOROUGH","ONTARIO","6158776","5114","","","43.72","-79.23","434300000","-791400000","156.7","1961","1971","","","1961","1971","1961","1971"
"TORONTO SCARLETT RD","ONTARIO","6158777","5115","","","43.67","-79.5","434000000","-793000000","121.9","1951","1962","","","1951","1962","1951","1962"
"TORONTO STUART AVENUE","ONTARIO","6158778","5116","","","43.77","-79.43","434600000","-792600000","190.5","1959","1963","","","1959","1963","1959","1963"
"TORONTO SUNNYBROOK","ONTARIO","6158779","5117","","","43.72","-79.38","434300000","-792300000","157","1962","1993","","","1962","1993","1962","1993"
"TORONTO VICTORIA","ONTARIO","6158780","5118","","","43.72","-79.32","434300000","-791900000","121.9","1957","1961","","","1957","1961","1957","1961"
"TORONTO WEST DEANE PARK","ONTARIO","6158783","5119","","","43.67","-79.57","434000000","-793400000","140.2","1959","1974","","","1959","1974","1959","1974"
"TORONTO WEST HILL","ONTARIO","6158784","5120","","","43.77","-79.17","434600000","-791000000","97.5","1951","1986","","","1951","1986","1951","1986"
"TORONTO WESTWOOD","ONTARIO","6158792","5121","","","43.72","-79.63","434300000","-793800000","167.6","1967","1972","","","1967","1972","1967","1972"
"TOR SCARBOROUGH COLLEGE","ONTARIO","61587P6","5091","","","43.78","-79.18","434700000","-791100000","129.5","1972","1980","","","1972","1980","1972","1980"
"TORONTO SENECA HILL","ONTARIO","61587PG","5088","","","43.78","-79.35","434700000","-792100000","189","1973","1987","","","1973","1987","1973","1987"
"TORONTO SHERBOURNE","ONTARIO","61587PP","5089","","","43.65","-79.37","433900000","-792200000","76.2","1966","1979","","","1966","1979","1966","1979"
"TORONTO TABER PARK","ONTARIO","61587PR","5090","","","43.75","-79.25","434500000","-791500000","","1965","1965","","","1965","1965","",""
"TORONTO WEXFORD","ONTARIO","6158815","5122","","","43.75","-79.3","434500000","-791800000","173.7","1953","1958","","","1953","1958","1953","1958"
"TORONTO WILLOWDALE","ONTARIO","6158830","5123","","","43.77","-79.42","434600000","-792500000","190.5","1953","1970","","","1953","1970","1953","1970"
"TORONTO WILSON HEIGHTS","ONTARIO","6158846","5124","","","43.73","-79.43","434400000","-792600000","190.5","1953","1973","","","1953","1973","1953","1973"
"TRAFALGAR MARINE","ONTARIO","6158860","5125","","","43.5","-79.73","433000000","-794400000","175.3","1959","1971","","","1959","1971","1959","1971"
"TRENTON AWOS","ONTARIO","6158872","30723","","XTR","44.12","-77.52","440703000","-773108000","86.3","2007","2021","2007","2021","2018","2021","",""
"TRENTON A","ONTARIO","6158875","5126","71621","YTR","44.12","-77.53","440700000","-773200000","86.3","1935","2021","1953","2021","1935","2020","1935","2017"
"TRENTON DOMTAR","ONTARIO","6158878","5127","","","44.12","-77.5","440700000","-773000000","80","1989","1990","","","1989","1990","1989","1990"
"TRENTON ONT HYDRO","ONTARIO","6158885","5128","","","44.13","-77.6","440800000","-773600000","88.4","1915","1992","","","1915","1992","1915","1992"
"TRENTON MOE","ONTARIO","6158888","5130","","","44.12","-77.57","440700000","-773400000","76.2","1960","1978","","","1960","1978","1960","1978"
"TORONTO BRYNSTON","ONTARIO","6158D1B","5039","","","43.67","-79.55","434000000","-793300000","149.4","1974","1977","","","1974","1977","1974","1977"
"TORONTO CASTLEMERE","ONTARIO","6158M1K","5040","","","43.78","-79.32","434700000","-791900000","184.4","1971","1980","","","1971","1980","1971","1980"
"TWEED","ONTARIO","6159010","5133","","","44.5","-77.28","443000000","-771700000","144.8","1925","1972","","","1925","1972","1925","1972"
"TWEED ONTARIO HYDRO","ONTARIO","6159019","5135","","","44.5","-77.32","443000000","-771900000","175","1983","1986","","","1983","1986","1983","1986"
"TYRONE","ONTARIO","6159048","5136","","","44.02","-78.73","440100000","-784400000","205.7","1967","1999","","","1967","1999","1967","1999"
"UNIONVILLE","ONTARIO","6159058","5137","","","43.93","-79.33","435600000","-792000000","236.2","1960","1974","","","1960","1974","1960","1974"
"UNIONVILLE OWRC","ONTARIO","6159060","5138","","","43.87","-79.3","435200000","-791800000","173.7","1970","1970","","","1970","1970","1970","1970"
"UXBRIDGE","ONTARIO","6159122","5139","","","44.08","-79.13","440500000","-790800000","270.1","1899","1950","","","1899","1950","1899","1923"
"UXBRIDGE WEST","ONTARIO","6159123","50637","71932","TUX","44.1","-79.16","440554000","-790949020","325","2012","2021","2012","2021","2012","2021","",""
"UXBRIDGE 2","ONTARIO","6159124","5140","","","44.12","-79.1","440700000","-790600000","270.1","1948","1977","","","1948","1977","1948","1977"
"UXBRIDGE 3","ONTARIO","6159125","5141","","","44.13","-79.08","440800000","-790500000","269.7","1970","1981","","","1970","1981","1970","1981"
"VALENS","ONTARIO","6159127","5142","","","43.38","-80.13","432300000","-800800000","281.9","1968","1994","","","1968","1994","1968","1994"
"VAN WAGNERS BEACH","ONTARIO","6159133","5143","","","43.25","-79.75","431500000","-794500000","76.2","1958","1959","","","1958","1959","1958","1959"
"VICTORIA","ONTARIO","6159138","5144","","","43.77","-79.88","434600000","-795300000","288.6","1952","1954","","","1952","1954","1952","1954"
"WARKWORTH","ONTARIO","6159289","27616","","","44.2","-77.83","441200000","-775000000","150","1998","2000","","","1998","2000","1998","2000"
"WELLINGTON","ONTARIO","6159449","5145","","","43.95","-77.33","435700000","-772000000","76","1948","1991","","","1948","1991","1948","1991"
"WEXFORD","ONTARIO","6159459","5146","","","43.73","-79.28","434400000","-791700000","169.2","1912","1929","","","1912","1929","1912","1929"
"WILCOX LAKE","ONTARIO","6159510","5147","","","43.95","-79.43","435700000","-792600000","289.6","1960","1979","","","1960","1979","1960","1979"
"WOODBRIDGE","ONTARIO","6159575","5148","","","43.78","-79.6","434700000","-793600000","164","1948","2005","","","1948","2005","1948","2005"
"WOOLER","ONTARIO","6159651","6911","","","44.2","-77.72","441202046","-774304062","123","1991","2012","","","1991","2012","1991","2006"
"WOOLER","ONTARIO","6159652","5149","","","44.15","-77.7","440900000","-774200000","","1895","1912","","","1895","1912","1895","1912"
"UXBRIDGE","ONTARIO","6159A26","5132","","","44.1","-79.12","440600000","-790700000","274.3","1983","1992","","","1983","1992","1983","1992"
"VANDORF","ONTARIO","6159AC0","5131","","","44.02","-79.35","440100000","-792100000","320","1966","1966","","","1966","1966","1966","1966"
"MT ALBION CONSERVATION","ONTARIO","615E498","4839","","","43.2","-79.83","431200000","-795000000","190.5","1976","1983","","","1976","1983","1976","1983"
"MILTON SOUTH","ONTARIO","615EAQG","6909","","","43.45","-79.83","432700000","-795000000","175","1993","1997","","","1993","1997","1993","1997"
"MOUNTAINVIEW","ONTARIO","615EMR7","4838","","","44.05","-77.3","440307092","-771806090","108","1986","2018","","","1986","2018","1986","2006"
"TORONTO TORBARRIE","ONTARIO","615H779","4842","","","43.73","-79.52","434400000","-793100000","139.9","1983","1984","","","1983","1984","1983","1984"
"TORONTO YORK MILLS","ONTARIO","615HHDF","4840","","","43.75","-79.38","434500000","-792300000","153.3","1973","1987","","","1973","1987","1973","1987"
"TORONTO BUTTONVILLE A","ONTARIO","615HMAK","4841","71639","YKZ","43.86","-79.37","435144000","-792212000","198.1","1986","2015","1986","2015","1986","2015","1986","2015"
"BRUCES MILL","ONTARIO","615J02G","4843","","","44","-79.33","440000000","-792000000","358.1","1968","1974","","","1968","1974","1969","1974"
"NEWMARKET 3","ONTARIO","615N002","27227","","","44.05","-79.43","440300000","-792600000","240","1996","2002","","","1996","2002","1996","2002"
"NEWMARKET 2","ONTARIO","615N619","4845","","","44.03","-79.4","440200000","-792400000","292","1988","1988","","","1988","1988","1988","1988"
"OAKVILLE SOUTHEAST WPCP","ONTARIO","615N745","4846","","","43.48","-79.63","432900000","-793800000","86.9","1970","2001","","","1970","2001","1970","2001"
"NAPANEE","ONTARIO","615NNPL","4844","","","44.23","-76.97","441400000","-765800000","80","1987","2001","","","1987","2001","1987","2001"
"WESTOVER","ONTARIO","615R457","4847","","","43.33","-80.08","432000000","-800500000","259.1","1967","1967","","","1967","1967","1967","1967"
"TORONTO NORTH YORK","ONTARIO","615S001","26953","","","43.78","-79.47","434648072","-792804038","187","1994","2021","","","1994","2021","1994","2006"
"SOUTHERN ONTARIO EMERGENCY PORTABLE WEATHER STATION","ONTARIO","615S002","29846","","WOW","43.27","-79.78","431600000","-794700000","0","2007","2021","2007","2021","2018","2021","",""
"BOLTON NORTH","ONTARIO","615S004","27083","","","43.92","-79.75","435500000","-794500000","261","1995","2001","","","1995","2001","1995","2001"
"APSLEY","ONTARIO","6160297","5152","","","44.77","-78.08","444600000","-780500000","274.3","1922","1957","","","1922","1957","1922","1957"
"BANCROFT","ONTARIO","6160465","5153","","","45.05","-77.85","450300000","-775100000","326.7","1882","1985","","","1882","1985","1882","1985"
"BANCROFT L'AMABLE","ONTARIO","6160468","5154","","","45","-77.8","450000000","-774800000","347","1985","1986","","","1985","1986","1985","1986"
"BANCROFT OMNR","ONTARIO","6160473","5155","","","45.05","-77.87","450300000","-775200000","344.4","1987","1990","","","1987","1990","1987","1990"
"BOBCAYGEON","ONTARIO","6160820","5156","","","44.52","-78.62","443100000","-783700000","260","1986","1993","","","1986","1993","1986","1993"
"BOBCAYGEON","ONTARIO","6160822","5157","","","44.58","-78.52","443500000","-783100000","248.1","1981","1985","","","1981","1985","1981","1985"
"BURLEIGH FALLS","ONTARIO","6161050","5158","","","44.57","-78.22","443400000","-781300000","243.8","1975","1994","","","1975","1994","1976","1994"
"CLOYNE ONT HYDRO","ONTARIO","6161662","5159","","","44.82","-77.18","444900000","-771100000","283.5","1967","1981","","","1967","1981","1967","1981"
"COBOCONK","ONTARIO","6161682","5160","","","44.6","-78.77","443600000","-784600000","289.6","1970","1978","","","1970","1978","1970","1978"
"COE HILL","ONTARIO","6161739","5161","","","44.88","-77.83","445300000","-775000000","321","1948","1957","","","1948","1957","1948","1957"
"COE HILL","ONTARIO","6161740","43923","","","44.92","-77.88","445521024","-775305076","360","2005","2018","","","2005","2018","2005","2006"
"DENBIGH","ONTARIO","6161990","5162","","","45.12","-77.25","450700000","-771500000","","1883","1896","","","1883","1896","1883","1896"
"ENNISMORE","ONTARIO","6162328","5163","","","44.38","-78.45","442300000","-782700000","","1882","1910","","","1882","1910","1882","1910"
"FENELON FALLS","ONTARIO","6162375","5164","","","44.53","-78.73","443200000","-784400000","259.1","1915","1970","","","1915","1970","1915","1970"
"FENELON FALLS","ONTARIO","6162376","5165","","","44.58","-78.75","443500000","-784500000","259.1","1981","2000","","","1981","2000","1981","2000"
"GILMOUR","ONTARIO","6162787","5166","","","44.85","-77.6","445100000","-773600000","309.7","1948","1957","","","1948","1957","1948","1956"
"GOODERHAM","ONTARIO","6162883","5167","","","44.92","-78.38","445500000","-782300000","325.2","1948","1968","","","1948","1968","1948","1968"
"HALIBURTON A","ONTARIO","6163156","5168","","","45","-78.58","450000000","-783500000","320","1883","1992","","","1883","1992","1883","1992"
"HALIBURTON 2","ONTARIO","6163170","5169","","","45.05","-78.48","450300000","-782900000","320","1949","1955","","","1949","1955","1949","1955"
"HALIBURTON 3","ONTARIO","6163171","5170","","","45.03","-78.53","450156094","-783152014","330","1987","2021","","","1987","2021","1987","2006"
"HARTLEY","ONTARIO","6163360","31011","","","44.43","-78.9","442600000","-785400000","290","2001","2008","","","2001","2008","2001","2006"
"HYBLA MARSHALL","ONTARIO","6163677","5171","","","45.15","-77.85","450900000","-775100000","411.5","1974","1980","","","1974","1980","1974","1980"
"JERMYN","ONTARIO","6163872","5172","","","44.32","-78.17","441900000","-781000000","","1895","1905","","","1895","1905","1895","1905"
"KINMOUNT","ONTARIO","6164198","5173","","","44.75","-78.63","444500000","-783800000","280.4","1897","1950","","","1897","1950","1897","1950"
"KIRKFIELD","ONTARIO","6164207","5174","","","44.57","-78.98","443400000","-785900000","274","1978","1980","","","1978","1980","1978","1980"
"LAKEFIELD","ONTARIO","6164297","5175","","","44.47","-78.23","442800000","-781400000","236","1874","1990","","","1874","1990","1874","1990"
"LINDSAY","ONTARIO","6164430","5176","","","44.35","-78.75","442100000","-784500000","266.7","1880","1971","","","1880","1971","1880","1971"
"LINDSAY FILTRATION PLANT","ONTARIO","6164432","5177","","","44.35","-78.73","442100000","-784400000","251.5","1964","1990","","","1964","1990","1965","1990"
"LINDSAY FROST","ONTARIO","6164433","5178","","","44.34","-78.74","442018072","-784425002","262.1","1974","2010","","","1974","2010","1974","2006"
"LITTLE BRITAIN","ONTARIO","6164446","5179","","","44.22","-78.92","441300000","-785500000","259.1","1981","1981","","","1981","1981","1981","1981"
"LORNEVILLE","ONTARIO","6164615","5180","","","44.48","-78.95","442900000","-785700000","274.3","1965","1987","","","1965","1987","1965","1987"
"MINDEN","ONTARIO","6165195","5181","","","44.93","-78.72","445600000","-784300000","274.3","1883","2011","","","1883","2011","1883","2006"
"MINDEN FORESTRY","ONTARIO","6165197","5182","","","44.75","-78.7","444500000","-784200000","304.8","1948","1955","","","1948","1955","1948","1955"
"NORWOOD","ONTARIO","6165715","27613","","","44.35","-78","442100000","-780000000","207","1998","2002","","","1998","2002","1998","2002"
"NORWOOD","ONTARIO","6165716","5183","","","44.38","-77.97","442300000","-775800000","213.4","1875","1980","","","1875","1980","1875","1980"
"OTONABEE","ONTARIO","6165880","5184","","","44.33","-78.3","442000000","-781800000","205.4","1895","1911","","","1895","1911","1895","1911"
"PA BLAIRHAMPTON GOLF CLUB","ONTARIO","6166400","52730","","Z4N","45","-78.66","445949200","-783931900","333.5","2014","2015","2014","2015","","","",""
"PETERBOROUGH A","ONTARIO","6166415","48952","71436","YPQ","44.23","-78.36","441348000","-782148000","191.4","2010","2021","2010","2021","2010","2021","",""
"PETERBOROUGH","ONTARIO","6166416","5185","","","44.28","-78.32","441700000","-781900000","193.5","1866","1970","","","1866","1970","1866","1970"
"PETERBOROUGH A","ONTARIO","6166418","5186","","","44.23","-78.37","441400000","-782200000","191.4","1969","2007","1969","2005","1969","2007","1969","2006"
"PETERBOROUGH AWOS","ONTARIO","6166420","29906","","","44.23","-78.37","441400000","-782200000","191.4","2004","2010","2004","2010","2004","2010","2004","2006"
"PETERBOROUGH CHEX","ONTARIO","6166425","5187","","","44.33","-78.3","442000000","-781800000","243.8","1960","1961","","","1960","1961","1960","1961"
"PETERBOROUGH DOBBIN TS","ONTARIO","6166428","5188","","","44.32","-78.4","441900000","-782400000","243.8","1965","1994","","","1965","1994","1965","1994"
"PETERBOROUGH ONT HYDRO","ONTARIO","6166443","5189","","","44.33","-78.32","442000000","-781900000","207.3","1949","1965","","","1949","1965","1949","1965"
"PETERBOROUGH STP","ONTARIO","6166450","5190","","","44.28","-78.32","441700000","-781900000","192","1964","1993","","","1964","1993","1964","1993"
"PETERBOROUGH TORRANCE","ONTARIO","6166452","5191","","","44.23","-78.32","441400000","-781900000","655","1990","2000","","","1990","2000","1990","2000"
"PETERBOROUGH TRENT U","ONTARIO","6166455","5192","","","44.37","-78.3","442200000","-781800000","198.1","1968","2012","","","1968","2012","1968","2006"
"PETERBOROUGH TRENT U","ONTARIO","6166456","43763","71672","TPQ","44.35","-78.3","442100000","-781800000","216","2005","2021","2005","2021","2005","2021","2006","2006"
"QUEENSBORO","ONTARIO","6166800","5193","","","44.6","-77.42","443600000","-772500000","195.1","1914","1946","","","1914","1946","1914","1946"
"STONY LAKE SANDOR FARM","ONTARIO","6168070","5194","","","44.55","-78.1","443300000","-780600000","243.8","1962","1966","","","1962","1966","1963","1964"
"SONYA SUNDANCE MEADOWS","ONTARIO","6168100","31010","","","44.22","-78.95","441300000","-785700000","275","2001","2021","","","2001","2021","2001","2006"
"TAPLEY","ONTARIO","6168525","44205","","","44.17","-78.5","441014040","-783005094","270","2005","2021","","","2005","2021","2005","2006"
"URSA","ONTARIO","6169110","5195","","","44.9","-78.3","445400000","-781800000","","1895","1913","","","1895","1913","1895","1913"
"WEST GUILFORD","ONTARIO","6169453","5196","","","45.1","-78.68","450600000","-784100000","327.7","1968","1987","","","1968","1987","1968","1987"
"WOODVILLE","ONTARIO","6169647","5197","","","44.4","-78.98","442400000","-785900000","283.5","1987","2000","","","1987","2000","1987","2000"
"WOODVILLE","ONTARIO","6169648","5198","","","44.4","-78.9","442400000","-785400000","281.9","1981","1982","","","1981","1982","1981","1982"
"HASTINGS","ONTARIO","616C3P9","5150","","","44.28","-78","441700000","-780000000","190.2","1989","1997","","","1989","1997","1989","1997"
"BANCROFT AUTO","ONTARIO","616I001","26799","71294","WRK","45.07","-77.88","450417000","-775244000","330.7","1995","2021","1995","2021","1995","2021","1997","2006"
"PETERBOROUGH","ONTARIO","616I002","26862","","","44.23","-78.37","441400000","-782200000","191","1995","1996","1995","1996","","","",""
"BURNT RIVER-CLARK","ONTARIO","616J0FN","6958","","","44.63","-78.7","443800000","-784200000","259","1992","1992","","","1992","1992","1992","1992"
"ROSEDALE","ONTARIO","616PA87","5151","","","44.57","-78.78","443400000","-784700000","259.1","1975","1994","","","1975","1994","1975","1994"
"WARSAW","ONTARIO","616RKR0","6912","","","44.46","-78.13","442746068","-780748036","230","1991","2008","","","1991","2008","1991","2006"
"BARRIERE STONEHAM","QUEBEC","7010478","5205","","","47.17","-71.25","471000000","-711500000","597.4","1963","1976","","","1963","1976","1963","1976"
"BARRIERE TOURILLI","QUEBEC","7010480","5206","","","47.17","-71.62","471000000","-713700000","493.8","1949","1960","","","1949","1960","1949","1960"
"BEAUPORT","QUEBEC","7010565","27803","71578","XBO","46.84","-71.2","465013000","-711150000","10","1999","2021","1999","2021","1999","2021","",""
"BEAUPORT","QUEBEC","7010566","5207","","","46.88","-71.2","465300000","-711200000","84.1","1982","1985","","","1982","1985","1982","1985"
"BERTHIERVILLE","QUEBEC","7010720","5208","","","46.05","-73.18","460300000","-731100000","12.2","1919","1995","","","1919","1995","1919","1995"
"CAP DE LA MADELEINE","QUEBEC","7011045","5209","","","46.37","-72.53","462200000","-723200000","17.1","1920","1932","","","1920","1932","1920","1932"
"CAP ROUGE","QUEBEC","7011170","5210","","","46.77","-71.3","464600000","-711800000","12.2","1911","1940","","","1911","1940","1911","1940"
"CHAMPLAIN","QUEBEC","7011290","5211","","","46.47","-72.33","462800000","-722000000","12","1980","2011","","","1980","2011","1981","2011"
"CHARLESBOURG JAR ZOO","QUEBEC","7011308","5212","","","46.9","-71.3","465400000","-711800000","152.4","1963","1977","","","1963","1977","1963","1977"
"CHARLESBOURG PARC ORLEAN","QUEBEC","7011309","5213","","","46.87","-71.27","465200000","-711600000","114.3","1971","2007","","","1971","2007","1971","1997"
"CHUTE PANET","QUEBEC","7011600","5214","","","46.87","-71.87","465200000","-715200000","152.4","1949","1982","","","1949","1982","1949","1982"
"CLUB TOURILLI","QUEBEC","7011760","5215","","","47.03","-71.7","470200000","-714200000","265.2","1949","1951","","","1949","1951","1949","1951"
"CLUB TOURILLI","QUEBEC","7011800","5216","","","47.08","-71.9","470500000","-715400000","249.9","1949","1953","","","1949","1953","1949","1953"
"COTEAU DU LAC","QUEBEC","7011947","5217","","","45.32","-74.17","451900000","-741000000","49.4","1966","2021","","","1966","2021","1966","2018"
"COURVILLE","QUEBEC","7011950","5218","","","46.87","-71.17","465200000","-711000000","76.2","1963","1964","","","1963","1964","1963","1964"
"DEPOT JOBIN","QUEBEC","7011960","5219","","","47.23","-71.63","471400000","-713800000","688.8","1950","1959","","","1950","1959","1950","1959"
"DESCHAMBAULT","QUEBEC","7011982","5220","","","46.67","-71.92","464000000","-715500000","15.2","1971","2021","","","1971","2021","1971","2018"
"DESCHAMBAULT","QUEBEC","7011983","27325","71389","WHQ","46.69","-71.97","464127000","-715818000","61","1997","2021","1997","2021","1997","2021","",""
"DOMAINE-DE-MAIZERETS","QUEBEC","7012040","6913","","","46.83","-71.22","465000000","-711300000","6","1991","1994","","","1991","1994","1991","1994"
"DONNACONA","QUEBEC","7012070","5221","","","46.67","-71.75","464000000","-714500000","10.7","1918","1964","","","1918","1964","1918","1964"
